,ID,Date,Cases,Cases_New,Type
11923761,IT,2020-01-03,3.0,3.0,Active
11923767,IT,2020-01-04,3.0,0.0,Active
11923773,IT,2020-01-05,3.0,0.0,Active
11923779,IT,2020-01-06,3.0,0.0,Active
11923785,IT,2020-01-07,3.0,0.0,Active
11923791,IT,2020-01-08,3.0,0.0,Active
11923797,IT,2020-01-09,3.0,0.0,Active
11923803,IT,2020-01-10,3.0,0.0,Active
11923809,IT,2020-01-11,3.0,0.0,Active
11923815,IT,2020-01-12,3.0,0.0,Active
11923821,IT,2020-01-13,3.0,0.0,Active
11923827,IT,2020-01-14,3.0,0.0,Active
11923833,IT,2020-01-15,3.0,0.0,Active
11923839,IT,2020-01-16,3.0,0.0,Active
11923845,IT,2020-01-17,3.0,0.0,Active
11923851,IT,2020-01-18,3.0,0.0,Active
11923857,IT,2020-01-19,3.0,0.0,Active
11923863,IT,2020-01-20,3.0,0.0,Active
11923869,IT,2020-01-21,3.0,0.0,Active
11923875,IT,2020-01-22,0.0,0.0,Active
11923885,IT,2020-01-23,0.0,0.0,Active
11923895,IT,2020-01-24,0.0,0.0,Active
11923905,IT,2020-01-25,0.0,0.0,Active
11923915,IT,2020-01-26,0.0,0.0,Active
11923925,IT,2020-01-27,0.0,0.0,Active
11923935,IT,2020-01-28,0.0,0.0,Active
11923945,IT,2020-01-29,0.0,0.0,Active
11923955,IT,2020-01-30,0.0,0.0,Active
11923965,IT,2020-01-31,2.0,2.0,Active
11923976,IT,2020-02-01,2.0,0.0,Active
11923987,IT,2020-02-02,2.0,0.0,Active
11923998,IT,2020-02-03,2.0,0.0,Active
11924009,IT,2020-02-04,2.0,0.0,Active
11924020,IT,2020-02-05,2.0,0.0,Active
11924031,IT,2020-02-06,2.0,0.0,Active
11924042,IT,2020-02-07,3.0,1.0,Active
11924053,IT,2020-02-08,3.0,0.0,Active
11924064,IT,2020-02-09,3.0,0.0,Active
11924075,IT,2020-02-10,3.0,0.0,Active
11924086,IT,2020-02-11,3.0,0.0,Active
11924097,IT,2020-02-12,3.0,0.0,Active
11924108,IT,2020-02-13,3.0,0.0,Active
11924119,IT,2020-02-14,3.0,0.0,Active
11924130,IT,2020-02-15,3.0,0.0,Active
11924141,IT,2020-02-16,3.0,0.0,Active
11924152,IT,2020-02-17,3.0,0.0,Active
11924163,IT,2020-02-18,3.0,0.0,Active
11924174,IT,2020-02-19,3.0,0.0,Active
11924185,IT,2020-02-20,3.0,0.0,Active
11924196,IT,2020-02-21,19.0,16.0,Active
11924207,IT,2020-02-22,59.0,40.0,Active
11924218,IT,2020-02-23,150.0,91.0,Active
11924229,IT,2020-02-24,221.0,221.0,Active
11924256,IT,2020-02-25,311.0,90.0,Active
11924283,IT,2020-02-26,385.0,74.0,Active
11924310,IT,2020-02-27,588.0,203.0,Active
11924337,IT,2020-02-28,821.0,233.0,Active
11924364,IT,2020-02-29,1049.0,228.0,Active
11924391,IT,2020-03-01,1577.0,528.0,Active
11924418,IT,2020-03-02,1835.0,258.0,Active
11924445,IT,2020-03-03,2263.0,428.0,Active
11924472,IT,2020-03-04,2706.0,443.0,Active
11924499,IT,2020-03-05,3296.0,590.0,Active
11924526,IT,2020-03-06,3916.0,620.0,Active
11924553,IT,2020-03-07,5061.0,1145.0,Active
11924580,IT,2020-03-08,6387.0,1326.0,Active
11924607,IT,2020-03-09,7985.0,1598.0,Active
11924634,IT,2020-03-10,8514.0,529.0,Active
11924661,IT,2020-03-11,10590.0,2076.0,Active
11924688,IT,2020-03-12,12839.0,2249.0,Active
11924715,IT,2020-03-13,14955.0,2116.0,Active
11924742,IT,2020-03-14,17750.0,2795.0,Active
11924769,IT,2020-03-15,20603.0,2853.0,Active
11924796,IT,2020-03-16,23073.0,2470.0,Active
11924823,IT,2020-03-17,26062.0,2989.0,Active
11924850,IT,2020-03-18,28710.0,2648.0,Active
11924877,IT,2020-03-19,33190.0,4480.0,Active
11924904,IT,2020-03-20,37860.0,4670.0,Active
11924931,IT,2020-03-21,42681.0,4821.0,Active
11924958,IT,2020-03-22,46638.0,3957.0,Active
11924985,IT,2020-03-23,50418.0,3780.0,Active
11925012,IT,2020-03-24,54030.0,3612.0,Active
11925039,IT,2020-03-25,57521.0,3491.0,Active
11925066,IT,2020-03-26,62013.0,4492.0,Active
11925093,IT,2020-03-27,66414.0,4401.0,Active
11925120,IT,2020-03-28,70065.0,3651.0,Active
11925147,IT,2020-03-29,73880.0,3815.0,Active
11925174,IT,2020-03-30,75528.0,1648.0,Active
11925201,IT,2020-03-31,77635.0,2107.0,Active
11925228,IT,2020-04-01,80572.0,2937.0,Active
11925255,IT,2020-04-02,83049.0,2477.0,Active
11925282,IT,2020-04-03,85388.0,2339.0,Active
11925309,IT,2020-04-04,88274.0,2886.0,Active
11925336,IT,2020-04-05,91246.0,2972.0,Active
11925363,IT,2020-04-06,93187.0,1941.0,Active
11925390,IT,2020-04-07,94067.0,880.0,Active
11925417,IT,2020-04-08,95262.0,1195.0,Active
11925444,IT,2020-04-09,96877.0,1615.0,Active
11925471,IT,2020-04-10,98273.0,1396.0,Active
11925498,IT,2020-04-11,100269.0,1996.0,Active
11925525,IT,2020-04-12,102253.0,1984.0,Active
11925552,IT,2020-04-13,103616.0,1363.0,Active
11925579,IT,2020-04-14,104291.0,675.0,Active
11925606,IT,2020-04-15,105418.0,1127.0,Active
11925633,IT,2020-04-16,106607.0,1189.0,Active
11925660,IT,2020-04-17,106962.0,355.0,Active
11925687,IT,2020-04-18,107771.0,809.0,Active
11925714,IT,2020-04-19,108257.0,486.0,Active
11925741,IT,2020-04-20,108237.0,-20.0,Active
11925768,IT,2020-04-21,107709.0,-528.0,Active
11925795,IT,2020-04-22,107699.0,-10.0,Active
11925822,IT,2020-04-23,106848.0,-851.0,Active
11925849,IT,2020-04-24,106527.0,-321.0,Active
11925876,IT,2020-04-25,105847.0,-680.0,Active
11925903,IT,2020-04-26,106103.0,256.0,Active
11925930,IT,2020-04-27,105813.0,-290.0,Active
11925957,IT,2020-04-28,105205.0,-608.0,Active
11925984,IT,2020-04-29,104657.0,-548.0,Active
11926011,IT,2020-04-30,101551.0,-3106.0,Active
11926038,IT,2020-05-01,100943.0,-608.0,Active
11926065,IT,2020-05-02,100704.0,-239.0,Active
11926092,IT,2020-05-03,100179.0,-525.0,Active
11926119,IT,2020-05-04,99980.0,-199.0,Active
11926146,IT,2020-05-05,98467.0,-1513.0,Active
11926173,IT,2020-05-06,91528.0,-6939.0,Active
11926200,IT,2020-05-07,89624.0,-1904.0,Active
11926227,IT,2020-05-08,87961.0,-1663.0,Active
11926254,IT,2020-05-09,84842.0,-3119.0,Active
11926281,IT,2020-05-10,83324.0,-1518.0,Active
11926308,IT,2020-05-11,82488.0,-836.0,Active
11926335,IT,2020-05-12,81266.0,-1222.0,Active
11926362,IT,2020-05-13,78457.0,-2809.0,Active
11926389,IT,2020-05-14,76440.0,-2017.0,Active
11926416,IT,2020-05-15,72070.0,-4370.0,Active
11926443,IT,2020-05-16,70187.0,-1883.0,Active
11926470,IT,2020-05-17,68351.0,-1836.0,Active
11926497,IT,2020-05-18,66553.0,-1798.0,Active
11926524,IT,2020-05-19,65129.0,-1424.0,Active
11926551,IT,2020-05-20,62752.0,-2377.0,Active
11926578,IT,2020-05-21,60960.0,-1792.0,Active
11926605,IT,2020-05-22,59322.0,-1638.0,Active
11926632,IT,2020-05-23,57752.0,-1570.0,Active
11926659,IT,2020-05-24,56594.0,-1158.0,Active
11926686,IT,2020-05-25,55300.0,-1294.0,Active
11926713,IT,2020-05-26,52942.0,-2358.0,Active
11926740,IT,2020-05-27,50966.0,-1976.0,Active
11926767,IT,2020-05-28,47986.0,-2980.0,Active
11926794,IT,2020-05-29,46175.0,-1811.0,Active
11926821,IT,2020-05-30,43691.0,-2484.0,Active
11926848,IT,2020-05-31,42097.0,-1594.0,Active
11926875,IT,2020-06-01,41367.0,-730.0,Active
11926902,IT,2020-06-02,39893.0,-1474.0,Active
11926929,IT,2020-06-03,39297.0,-596.0,Active
11926956,IT,2020-06-04,38429.0,-868.0,Active
11926983,IT,2020-06-05,36976.0,-1453.0,Active
11927010,IT,2020-06-06,35877.0,-1099.0,Active
11927037,IT,2020-06-07,35262.0,-615.0,Active
11927064,IT,2020-06-08,34730.0,-532.0,Active
11927091,IT,2020-06-09,32872.0,-1858.0,Active
11927118,IT,2020-06-10,31710.0,-1162.0,Active
11927145,IT,2020-06-11,30637.0,-1073.0,Active
11927172,IT,2020-06-12,28997.0,-1640.0,Active
11927199,IT,2020-06-13,27485.0,-1512.0,Active
11927226,IT,2020-06-14,26274.0,-1211.0,Active
11927253,IT,2020-06-15,25909.0,-365.0,Active
11927280,IT,2020-06-16,24569.0,-1340.0,Active
11927307,IT,2020-06-17,23925.0,-644.0,Active
11927334,IT,2020-06-18,23101.0,-824.0,Active
11927361,IT,2020-06-19,21543.0,-1558.0,Active
11927388,IT,2020-06-20,21212.0,-331.0,Active
11927415,IT,2020-06-21,20972.0,-240.0,Active
11927442,IT,2020-06-22,20637.0,-335.0,Active
11927469,IT,2020-06-23,19573.0,-1064.0,Active
11927496,IT,2020-06-24,18655.0,-918.0,Active
11927523,IT,2020-06-25,18303.0,-352.0,Active
11927550,IT,2020-06-26,17638.0,-665.0,Active
11927577,IT,2020-06-27,16836.0,-802.0,Active
11927604,IT,2020-06-28,16681.0,-155.0,Active
11927631,IT,2020-06-29,16496.0,-185.0,Active
11927658,IT,2020-06-30,15563.0,-933.0,Active
11927685,IT,2020-07-01,15255.0,-308.0,Active
11927712,IT,2020-07-02,15060.0,-195.0,Active
11927739,IT,2020-07-03,14884.0,-176.0,Active
11927766,IT,2020-07-04,14621.0,-263.0,Active
11927793,IT,2020-07-05,14642.0,21.0,Active
11927820,IT,2020-07-06,14709.0,67.0,Active
11927847,IT,2020-07-07,14242.0,-467.0,Active
11927874,IT,2020-07-08,13595.0,-647.0,Active
11927901,IT,2020-07-09,13459.0,-136.0,Active
11927928,IT,2020-07-10,13428.0,-31.0,Active
11927955,IT,2020-07-11,13303.0,-125.0,Active
11927982,IT,2020-07-12,13179.0,-124.0,Active
11928009,IT,2020-07-13,13157.0,-22.0,Active
11928036,IT,2020-07-14,12919.0,-238.0,Active
11928063,IT,2020-07-15,12493.0,-426.0,Active
11928090,IT,2020-07-16,12473.0,-20.0,Active
11928117,IT,2020-07-17,12456.0,-17.0,Active
11928144,IT,2020-07-18,12368.0,-88.0,Active
11928171,IT,2020-07-19,12440.0,72.0,Active
11928198,IT,2020-07-20,12404.0,-36.0,Active
11928225,IT,2020-07-21,12248.0,-156.0,Active
11928252,IT,2020-07-22,12322.0,74.0,Active
11928279,IT,2020-07-23,12404.0,82.0,Active
11928306,IT,2020-07-24,12301.0,-103.0,Active
11928333,IT,2020-07-25,12442.0,141.0,Active
11928360,IT,2020-07-26,12565.0,123.0,Active
11928387,IT,2020-07-27,12581.0,16.0,Active
11928414,IT,2020-07-28,12609.0,28.0,Active
11928441,IT,2020-07-29,12616.0,7.0,Active
11928468,IT,2020-07-30,12230.0,-386.0,Active
11928495,IT,2020-07-31,12422.0,192.0,Active
11928522,IT,2020-08-01,12457.0,35.0,Active
11928549,IT,2020-08-02,12456.0,-1.0,Active
11928576,IT,2020-08-03,12474.0,18.0,Active
11928603,IT,2020-08-04,12482.0,8.0,Active
11928630,IT,2020-08-05,12646.0,164.0,Active
11928657,IT,2020-08-06,12694.0,48.0,Active
11928684,IT,2020-08-07,12924.0,230.0,Active
11928711,IT,2020-08-08,12953.0,29.0,Active
11928738,IT,2020-08-09,13263.0,310.0,Active
11928765,IT,2020-08-10,13368.0,105.0,Active
11928792,IT,2020-08-11,13561.0,193.0,Active
11928819,IT,2020-08-12,13791.0,230.0,Active
11928846,IT,2020-08-13,14081.0,290.0,Active
11928873,IT,2020-08-14,14249.0,168.0,Active
11928900,IT,2020-08-15,14406.0,157.0,Active
11928927,IT,2020-08-16,14733.0,327.0,Active
11928954,IT,2020-08-17,14867.0,134.0,Active
11928981,IT,2020-08-18,15089.0,222.0,Active
11929008,IT,2020-08-19,15360.0,271.0,Active
11929035,IT,2020-08-20,16014.0,654.0,Active
11929062,IT,2020-08-21,16678.0,664.0,Active
11929089,IT,2020-08-22,17503.0,825.0,Active
11929116,IT,2020-08-23,18438.0,935.0,Active
11929143,IT,2020-08-24,19195.0,757.0,Active
11929170,IT,2020-08-25,19714.0,519.0,Active
11929197,IT,2020-08-26,20753.0,1039.0,Active
11929224,IT,2020-08-27,21932.0,1179.0,Active
11929251,IT,2020-08-28,23035.0,1103.0,Active
11929278,IT,2020-08-29,24156.0,1121.0,Active
11929305,IT,2020-08-30,25205.0,1049.0,Active
11929332,IT,2020-08-31,26078.0,873.0,Active
11929359,IT,2020-09-01,26754.0,676.0,Active
11929386,IT,2020-09-02,27817.0,1063.0,Active
11929413,IT,2020-09-03,28915.0,1098.0,Active
11929440,IT,2020-09-04,30099.0,1184.0,Active
11929467,IT,2020-09-05,31194.0,1095.0,Active
11929494,IT,2020-09-06,32078.0,884.0,Active
11929521,IT,2020-09-07,32993.0,915.0,Active
11929548,IT,2020-09-08,33789.0,796.0,Active
11929575,IT,2020-09-09,34734.0,945.0,Active
11929602,IT,2020-09-10,35708.0,974.0,Active
11929629,IT,2020-09-11,36767.0,1059.0,Active
11929656,IT,2020-09-12,37503.0,736.0,Active
11929683,IT,2020-09-13,38509.0,1006.0,Active
11929710,IT,2020-09-14,39187.0,678.0,Active
11929737,IT,2020-09-15,39712.0,525.0,Active
11929764,IT,2020-09-16,40532.0,820.0,Active
11929791,IT,2020-09-17,41413.0,881.0,Active
11929818,IT,2020-09-18,42457.0,1044.0,Active
11929845,IT,2020-09-19,43161.0,704.0,Active
11929872,IT,2020-09-20,44098.0,937.0,Active
11929899,IT,2020-09-21,45079.0,981.0,Active
11929926,IT,2020-09-22,45489.0,410.0,Active
11929953,IT,2020-09-23,46114.0,625.0,Active
11929980,IT,2020-09-24,46780.0,666.0,Active
11930007,IT,2020-09-25,47718.0,938.0,Active
11930034,IT,2020-09-26,48593.0,875.0,Active
11930061,IT,2020-09-27,49618.0,1025.0,Active
11930088,IT,2020-09-28,50323.0,705.0,Active
11930115,IT,2020-09-29,50630.0,307.0,Active
11930142,IT,2020-09-30,51263.0,633.0,Active
11930169,IT,2020-10-01,52647.0,1384.0,Active
11930196,IT,2020-10-02,53997.0,1350.0,Active
11930223,IT,2020-10-03,55566.0,1569.0,Active
11930250,IT,2020-10-04,57429.0,1863.0,Active
11930277,IT,2020-10-05,58903.0,1474.0,Active
11930304,IT,2020-10-06,60134.0,1231.0,Active
11930331,IT,2020-10-07,62576.0,2442.0,Active
11930358,IT,2020-10-08,65952.0,3376.0,Active
11930385,IT,2020-10-09,70110.0,4158.0,Active
11930412,IT,2020-10-10,74829.0,4719.0,Active
11930439,IT,2020-10-11,79075.0,4246.0,Active
11930466,IT,2020-10-12,82764.0,3689.0,Active
11930493,IT,2020-10-13,87193.0,4429.0,Active
11930520,IT,2020-10-14,92445.0,5252.0,Active
11930547,IT,2020-10-15,99266.0,6821.0,Active
11930574,IT,2020-10-16,107312.0,8046.0,Active
11930601,IT,2020-10-17,116935.0,9623.0,Active
11930628,IT,2020-10-18,126237.0,9302.0,Active
11930655,IT,2020-10-19,134003.0,7766.0,Active
11930682,IT,2020-10-20,142739.0,8736.0,Active
11930709,IT,2020-10-21,155442.0,12703.0,Active
11930736,IT,2020-10-22,169302.0,13860.0,Active
11930763,IT,2020-10-23,186002.0,16700.0,Active
11930790,IT,2020-10-24,203182.0,17180.0,Active
11930817,IT,2020-10-25,222241.0,19059.0,Active
11930844,IT,2020-10-26,236684.0,14443.0,Active
11930871,IT,2020-10-27,255090.0,18406.0,Active
11930898,IT,2020-10-28,276457.0,21367.0,Active
11930925,IT,2020-10-29,299191.0,22734.0,Active
11930952,IT,2020-10-30,325786.0,26595.0,Active
11930979,IT,2020-10-31,351386.0,25600.0,Active
11931006,IT,2020-11-01,378129.0,26743.0,Active
11931033,IT,2020-11-02,396512.0,18383.0,Active
11931060,IT,2020-11-03,418142.0,21630.0,Active
11931087,IT,2020-11-04,443235.0,25093.0,Active
11931114,IT,2020-11-05,472348.0,29113.0,Active
11931141,IT,2020-11-06,499118.0,26770.0,Active
11931168,IT,2020-11-07,532536.0,33418.0,Active
11931195,IT,2020-11-08,558636.0,26100.0,Active
11931222,IT,2020-11-09,573334.0,14698.0,Active
11931249,IT,2020-11-10,590110.0,16776.0,Active
11931276,IT,2020-11-11,613358.0,23248.0,Active
11931303,IT,2020-11-12,635054.0,21696.0,Active
11931330,IT,2020-11-13,663926.0,28872.0,Active
11931357,IT,2020-11-14,688435.0,24509.0,Active
11931384,IT,2020-11-15,712490.0,24055.0,Active
11931411,IT,2020-11-16,717784.0,5294.0,Active
11931438,IT,2020-11-17,733810.0,16026.0,Active
11931465,IT,2020-11-18,743168.0,9358.0,Active
11931492,IT,2020-11-19,761671.0,18503.0,Active
11931519,IT,2020-11-20,777176.0,15505.0,Active
11931546,IT,2020-11-21,791746.0,14570.0,Active
11931573,IT,2020-11-22,805947.0,14201.0,Active
11931600,IT,2020-11-23,796849.0,-9098.0,Active
11931627,IT,2020-11-24,798386.0,1537.0,Active
11931654,IT,2020-11-25,791697.0,-6689.0,Active
11931681,IT,2020-11-26,795845.0,4148.0,Active
11931708,IT,2020-11-27,787893.0,-7952.0,Active
11931735,IT,2020-11-28,789308.0,1415.0,Active
11931762,IT,2020-11-29,795771.0,6463.0,Active
11931789,IT,2020-11-30,788471.0,-7300.0,Active
11931816,IT,2020-12-01,779945.0,-8526.0,Active
11931843,IT,2020-12-02,761230.0,-18715.0,Active
11931870,IT,2020-12-03,759982.0,-1248.0,Active
11931897,IT,2020-12-04,757702.0,-2280.0,Active
11931924,IT,2020-12-05,754169.0,-3533.0,Active
11931951,IT,2020-12-06,755306.0,1137.0,Active
11931978,IT,2020-12-07,748819.0,-6487.0,Active
11932005,IT,2020-12-08,737525.0,-11294.0,Active
11932032,IT,2020-12-09,710515.0,-27010.0,Active
11932059,IT,2020-12-10,696527.0,-13988.0,Active
11932086,IT,2020-12-11,690323.0,-6204.0,Active
11932113,IT,2020-12-12,684848.0,-5475.0,Active
11932140,IT,2020-12-13,686031.0,1183.0,Active
11932167,IT,2020-12-14,675109.0,-10922.0,Active
11932194,IT,2020-12-15,663313.0,-11796.0,Active
11932221,IT,2020-12-16,645706.0,-17607.0,Active
11932248,IT,2020-12-17,635343.0,-10363.0,Active
11932275,IT,2020-12-18,627798.0,-7545.0,Active
11932302,IT,2020-12-19,620166.0,-7632.0,Active
11932329,IT,2020-12-20,622760.0,2594.0,Active
11932356,IT,2020-12-21,613582.0,-9178.0,Active
11932383,IT,2020-12-22,605955.0,-7627.0,Active
11932410,IT,2020-12-23,598816.0,-7139.0,Active
11932437,IT,2020-12-24,593632.0,-5184.0,Active
11932464,IT,2020-12-25,579886.0,-13746.0,Active
11932491,IT,2020-12-26,580943.0,1057.0,Active
11932518,IT,2020-12-27,581760.0,817.0,Active
11932545,IT,2020-12-28,575221.0,-6539.0,Active
11932572,IT,2020-12-29,568728.0,-6493.0,Active
11932599,IT,2020-12-30,564395.0,-4333.0,Active
11932626,IT,2020-12-31,569896.0,5501.0,Active
11932653,IT,2021-01-01,574767.0,4871.0,Active
11932680,IT,2021-01-02,577062.0,2295.0,Active
11932707,IT,2021-01-03,576214.0,-848.0,Active
11932734,IT,2021-01-04,570458.0,-5756.0,Active
11932761,IT,2021-01-05,569161.0,-1297.0,Active
11932788,IT,2021-01-06,568712.0,-449.0,Active
11932815,IT,2021-01-07,571055.0,2343.0,Active
11932842,IT,2021-01-08,570389.0,-666.0,Active
11932869,IT,2021-01-09,572842.0,2453.0,Active
11932896,IT,2021-01-10,579932.0,7090.0,Active
11932923,IT,2021-01-11,575979.0,-3953.0,Active
11932950,IT,2021-01-12,570040.0,-5939.0,Active
11932977,IT,2021-01-13,564774.0,-5266.0,Active
11933004,IT,2021-01-14,561380.0,-3394.0,Active
11933031,IT,2021-01-15,558068.0,-3312.0,Active
11933058,IT,2021-01-16,557717.0,-351.0,Active
11933085,IT,2021-01-17,553374.0,-4343.0,Active
11933112,IT,2021-01-18,547059.0,-6315.0,Active
11933139,IT,2021-01-19,535524.0,-11535.0,Active
11933166,IT,2021-01-20,523553.0,-11971.0,Active
11933193,IT,2021-01-21,516568.0,-6985.0,Active
11933220,IT,2021-01-22,502053.0,-14515.0,Active
11933247,IT,2021-01-23,498834.0,-3219.0,Active
11933274,IT,2021-01-24,499278.0,444.0,Active
11933301,IT,2021-01-25,491630.0,-7648.0,Active
11933328,IT,2021-01-26,482417.0,-9213.0,Active
11933355,IT,2021-01-27,477969.0,-4448.0,Active
11933382,IT,2021-01-28,474617.0,-3352.0,Active
